PointInTimeDt,Pos #,FTE,ClsInd,JobCd,Job Title,Union,Dept ID,Department,Dept,DeptType,Network,Network2,Zipcode,Type,Special Ed,Bilingual,Science,Math,Arts,Early Childhood,Physical Ed,Counselor,Clinician,Library,World Language,JobProfileDesc
8/21/2024,622983,1,Tchr,500629,Special Education Teacher,CTU,22431,Burnham Elem Inclusive Acad,Burnham,School-Based,Network 13,Network 13,60617,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,619472,1,Tchr,49,Regular Teacher,CTU,22431,Burnham Elem Inclusive Acad,Burnham,School-Based,Network 13,Network 13,60617,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,620337,1,ESP,505051,Restorative Justice Coord,CTU,22441,Irene C. Hernandez Middle Schl,Hernandez,School-Based,ISP,ISP,60632,,,,,,,,,,,,,
8/21/2024,360648,1,Tchr,49,Regular Teacher,CTU,22451,Hughes Elem,Hughes,School-Based,Network 13,Network 13,60628,PhysEd,,,,,,,PhysEd,,,,,K-8 REG Physical Ed
8/21/2024,620970,1,Tchr,500629,Special Education Teacher,CTU,22481,John Burroughs Elem,Burroughs,School-Based,Network 08,Network 08,60632,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,623798,0.5,Tchr,600755,Lead Coach,CTU,22481,John Burroughs Elem,Burroughs,School-Based,Network 08,Network 08,60632,,,,,,,,,,,,,
8/21/2024,621125,0.5,Tchr,600063,Case Manager,CTU,22481,John Burroughs Elem,Burroughs,School-Based,Network 08,Network 08,60632,,,,,,,,,,,,,
8/21/2024,599998,1,Tchr,500629,Special Education Teacher,CTU,22491,Milton Brunson Math & Sci,Milton Brn,School-Based,Network 03,Network 03,60651,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,619481,1,Tchr,49,Regular Teacher,CTU,22491,Milton Brunson Math & Sci,Milton Brn,School-Based,Network 03,Network 03,60651,Library,,,,,,,,,,Library,,K-8 REG Library
8/21/2024,615729,1,Tchr,500629,Special Education Teacher,CTU,22491,Milton Brunson Math & Sci,Milton Brn,School-Based,Network 03,Network 03,60651,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,610496,1,Tchr,49,Regular Teacher,CTU,22501,Michael Byrne Elem,Byrne,School-Based,Network 10,Network 10,60638,Library,,,,,,,,,,Library,,K-8 REG Library
8/21/2024,619986,1,Tchr,49,Regular Teacher,CTU,22511,Daisy Bates Academy Social Jus,Daisy Bate,School-Based,ISP,ISP,60617,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,501255,1,ESP,463,Teacher Assistant,CTU,22511,Daisy Bates Academy Social Jus,Daisy Bate,School-Based,ISP,ISP,60617,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,639823,1,Tchr,500629,Special Education Teacher,CTU,22511,Daisy Bates Academy Social Jus,Daisy Bate,School-Based,ISP,ISP,60617,Spec Ed,Spec Ed,,,,,,,,,,,"4-5 SPED LBS, 6-8 SPED LBS"
8/21/2024,672497,1,Tchr,500629,Special Education Teacher,CTU,22521,Little Village Academy,Little Vil,School-Based,ISP,ISP,60623,Spec EdEarlyChildhood,Spec Ed,,,,,EarlyChildhood,,,,,,PreK-3 SPED LBS
8/21/2024,619924,1,Tchr,49,Regular Teacher,CTU,22531,Daniel Cameron Elem,Cameron,School-Based,Network 05,Network 05,60651,,,,,,,,,,,,,K-8 REG Reading
8/21/2024,608955,0.5,Tchr,500629,Special Education Teacher,CTU,22531,Daniel Cameron Elem,Cameron,School-Based,Network 05,Network 05,60651,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,615229,0.5,Tchr,500629,Special Education Teacher,CTU,22531,Daniel Cameron Elem,Cameron,School-Based,Network 05,Network 05,60651,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,623519,1,ESP,691,Technology Coordinator,CTU,22531,Daniel Cameron Elem,Cameron,School-Based,Network 05,Network 05,60651,,,,,,,,,,,,,
8/21/2024,618010,1,Tchr,49,Regular Teacher,CTU,22551,Andrew Carnegie Elem,Carnegie,School-Based,Network 09,Network 09,60637,Math,,,,Math,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,619539,1,Tchr,49,Regular Teacher,CTU,22551,Andrew Carnegie Elem,Carnegie,School-Based,Network 09,Network 09,60637,PhysEd,,,,,,,PhysEd,,,,,K-8 REG Physical Ed
8/21/2024,591184,1,Tchr,49,Regular Teacher,CTU,22551,Andrew Carnegie Elem,Carnegie,School-Based,Network 09,Network 09,60637,Math,,,,Math,,,,,,,,6-8 REG Math
8/21/2024,611056,0.5,Tchr,600063,Case Manager,CTU,22571,Carroll-Rosenwald Specialty,Carroll-Ro,School-Based,Network 10,Network 10,60652,,,,,,,,,,,,,
8/21/2024,620370,1,ESP,505051,Restorative Justice Coord,CTU,22581,Dr. Jorge Prieto Math & Sci Ac,Dr Prieto,School-Based,Network 03,Network 03,60639,,,,,,,,,,,,,
8/21/2024,523981,1,Tchr,49,Regular Teacher,CTU,22581,Dr. Jorge Prieto Math & Sci Ac,Dr Prieto,School-Based,Network 03,Network 03,60639,,,,,,,,,,,,,6-8 REG SS/History
8/21/2024,615663,1,Tchr,500629,Special Education Teacher,CTU,22581,Dr. Jorge Prieto Math & Sci Ac,Dr Prieto,School-Based,Network 03,Network 03,60639,Spec EdBilingual,Spec Ed,Bilingual,,,,,,,,,,6-8 SPED BIL
8/21/2024,619812,1,Tchr,55,Bilingual Teacher,CTU,22601,Rachel Carson Elem,Carson,School-Based,ISP,Opp Schools FY19-24,60602,Bilingual,,Bilingual,,,,,,,,,,4-5 BIL Spanish
8/21/2024,451347,1,ESP,478,Teacher Assistant Bilingual,CTU,22601,Rachel Carson Elem,Carson,School-Based,ISP,Opp Schools FY19-24,60602,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,423744,1,Tchr,55,Bilingual Teacher,CTU,22601,Rachel Carson Elem,Carson,School-Based,ISP,Opp Schools FY19-24,60602,Bilingual,,Bilingual,,,,,,,,,,4-5 BIL Spanish
8/21/2024,136396,1,Tchr,500629,Special Education Teacher,CTU,22601,Rachel Carson Elem,Carson,School-Based,ISP,Opp Schools FY19-24,60602,Spec Ed,Spec Ed,,,,,,,,,,,6-8 SPED LBS
8/21/2024,624551,1,Tchr,49,Regular Teacher,CTU,22611,William Carter Elem,Carter,School-Based,Network 09,Network 09,60637,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,520536,1,Tchr,49,Regular Teacher,CTU,22611,William Carter Elem,Carter,School-Based,Network 09,Network 09,60637,,,,,,,,,,,,,6-8 REG Gen Ed
8/21/2024,600707,1,Tchr,500629,Special Education Teacher,CTU,22611,William Carter Elem,Carter,School-Based,Network 09,Network 09,60637,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,615064,1,Tchr,49,Regular Teacher,CTU,22611,William Carter Elem,Carter,School-Based,Network 09,Network 09,60637,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,421210,1,Tchr,49,Regular Teacher,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,Network 13,60827,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,650098,1,Tchr,49,Regular Teacher,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,Network 13,60827,PhysEd,,,,,,,PhysEd,,,,,K-8 REG Physical Ed
8/21/2024,618018,1,Tchr,49,Regular Teacher,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,Network 13,60827,Arts,,,,,Arts,,,,,,,K-8 REG Fine Arts
8/21/2024,624235,1,Tchr,49,Regular Teacher,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,Network 13,60827,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,611162,1,Tchr,500629,Special Education Teacher,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,Network 13,60827,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,620014,1,Tchr,49,Regular Teacher,CTU,22641,Ira Aldridge Elem,Aldridge,School-Based,Network 13,Opp Schools FY19-24,60827,Arts,,,,,Arts,,,,,,,K-8 REG Fine Arts
8/21/2024,604770,1,Tchr,500629,Special Education Teacher,CTU,22641,Ira Aldridge Elem,Aldridge,School-Based,Network 13,Opp Schools FY19-24,60827,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,620872,1,Tchr,500629,Special Education Teacher,CTU,22641,Ira Aldridge Elem,Aldridge,School-Based,Network 13,Opp Schools FY19-24,60827,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,621243,0.5,Tchr,600063,Case Manager,CTU,22641,Ira Aldridge Elem,Aldridge,School-Based,Network 13,Opp Schools FY19-24,60827,,,,,,,,,,,,,
8/21/2024,610312,1,Tchr,600755,Lead Coach,CTU,22641,Ira Aldridge Elem,Aldridge,School-Based,Network 13,Opp Schools FY19-24,60827,,,,,,,,,,,,,
8/21/2024,604509,0.5,Tchr,500629,Special Education Teacher,CTU,22651,George Cassell Elem,Cassell,School-Based,ISP,ISP,60655,Spec Ed,Spec Ed,,,,,,,,,,,Case Managers
8/21/2024,663940,0.5,Tchr,55,Bilingual Teacher,CTU,22651,George Cassell Elem,Cassell,School-Based,ISP,ISP,60655,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL ESL
8/21/2024,674573,0.5,Tchr,500629,Special Education Teacher,CTU,22651,George Cassell Elem,Cassell,School-Based,ISP,ISP,60655,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,674574,0.5,Tchr,500629,Special Education Teacher,CTU,22651,George Cassell Elem,Cassell,School-Based,ISP,ISP,60655,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,135448,1,Tchr,49,Regular Teacher,CTU,22661,Horace Greeley School,Greeley,School-Based,Network 04,Network 04,60613,,,,,,,,,,,,,6-8 REG English/LA
8/21/2024,462541,1,Tchr,49,Regular Teacher,CTU,22661,Horace Greeley School,Greeley,School-Based,Network 04,Network 04,60613,,,,,,,,,,,,,6-8 REG English/LA
8/21/2024,622987,1,Tchr,500629,Special Education Teacher,CTU,22661,Horace Greeley School,Greeley,School-Based,Network 04,Network 04,60613,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,663593,1,Tchr,44,Curriculum And Instruct Coach,CTU,22671,Chalmers STEAM Elem,Chalmers,School-Based,Network 05,Network 05,60608,Science,,,Science,,,,,,,,,
8/21/2024,484802,1,Tchr,500629,Special Education Teacher,CTU,22671,Chalmers STEAM Elem,Chalmers,School-Based,Network 05,Network 05,60608,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,663596,1,Tchr,49,Regular Teacher,CTU,22671,Chalmers STEAM Elem,Chalmers,School-Based,Network 05,Network 05,60608,ScienceMath,,,Science,Math,,,,,,,,6-8 REG Math
8/21/2024,621293,1,ESP,505051,Restorative Justice Coord,CTU,22671,Chalmers STEAM Elem,Chalmers,School-Based,Network 05,Network 05,60608,,,,,,,,,,,,,
8/21/2024,674487,0.5,Tchr,39,Part-Time Teacher,CTU,22681,Eliza Chappell School,Chappell,School-Based,Network 02,Network 02,60625,Math,,,,Math,,,,,,,,K-8 REG Math
8/21/2024,622988,1,Tchr,500629,Special Education Teacher,CTU,22681,Eliza Chappell School,Chappell,School-Based,Network 02,Network 02,60625,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,582747,1,Tchr,49,Regular Teacher,CTU,22691,Marvin Camras Elem,Camras,School-Based,ISP,ISP,60634,Arts,,,,,Arts,,,,,,,K-8 REG Fine Arts
8/21/2024,619603,1,Tchr,55,Bilingual Teacher,CTU,22691,Marvin Camras Elem,Camras,School-Based,ISP,ISP,60634,Bilingual,,Bilingual,,,,,,,,,,PreK-3 BIL Spanish
8/21/2024,624092,1,Tchr,55,Bilingual Teacher,CTU,22701,Salmon Chase School,Chase,School-Based,Network 04,Network 04,60647,Bilingual,,Bilingual,,,,,,,,,,4-5 BIL Spanish
8/21/2024,441946,1,Tchr,49,Regular Teacher,CTU,22711,STEM Magnet Academy,STEM Mag,School-Based,ISP,ISP,60607,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,620758,1,Tchr,500629,Special Education Teacher,CTU,22711,STEM Magnet Academy,STEM Mag,School-Based,ISP,ISP,60607,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,624426,1,Tchr,49,Regular Teacher,CTU,22731,Henry Clay School,Clay,School-Based,Network 13,Network 13,60633,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,473700,1,Tchr,49,Regular Teacher,CTU,22731,Henry Clay School,Clay,School-Based,Network 13,Network 13,60633,,,,,,,,,,,,,"PreK-3 REG Gen Ed, 6-8 REG Gen Ed, 4-5 REG Gen Ed"
8/21/2024,624188,1,Tchr,49,Regular Teacher,CTU,22731,Henry Clay School,Clay,School-Based,Network 13,Network 13,60633,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,545091,1,Tchr,49,Regular Teacher,CTU,22731,Henry Clay School,Clay,School-Based,Network 13,Network 13,60633,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,624390,1,Tchr,49,Regular Teacher,CTU,22731,Henry Clay School,Clay,School-Based,Network 13,Network 13,60633,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,665945,1,ESP,710,Student Special Svc Advocate,CTU,22751,DeWitt Clinton School,Clinton,School-Based,ISP,ISP,60659,,,,,,,,,,,,,
8/21/2024,577870,1,Tchr,500629,Special Education Teacher,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,Network 10,60643,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,619206,1,ESP,3015,Youth Intervention Specialist,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,Network 10,60643,,,,,,,,,,,,,
8/21/2024,604190,0.5,Tchr,600063,Case Manager,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,Network 10,60643,,,,,,,,,,,,,
8/21/2024,614823,1,ESP,463,Teacher Assistant,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,Network 10,60643,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,614436,1,Tchr,49,Regular Teacher,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,Network 10,60643,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,620445,1,Tchr,500629,Special Education Teacher,CTU,22771,Edward Coles Language Acad,Coles,School-Based,Network 12,Network 12,60617,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,387895,1,ESP,463,Teacher Assistant,CTU,22771,Edward Coles Language Acad,Coles,School-Based,Network 12,Network 12,60617,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,619661,1,Tchr,49,Regular Teacher,CTU,22771,Edward Coles Language Acad,Coles,School-Based,Network 12,Network 12,60617,Arts,,,,,Arts,,,,,,,K-8 REG Fine Arts
8/21/2024,674591,0.5,Tchr,39,Part-Time Teacher,CTU,22791,Ruth Bader Ginsburg Elem,Ginsburg,School-Based,ISP,ISP,60622,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL ESL
8/21/2024,593306,1,ESP,478,Teacher Assistant Bilingual,CTU,22791,Ruth Bader Ginsburg Elem,Ginsburg,School-Based,ISP,ISP,60622,Bilingual,,Bilingual,,,,,,,,,,
8/21/2024,606227,1,Tchr,49,Regular Teacher,CTU,22801,John Cook School,Cook,School-Based,Network 11,Network 11,60620,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,620771,1,Tchr,500629,Special Education Teacher,CTU,22801,John Cook School,Cook,School-Based,Network 11,Network 11,60620,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,269266,1,Tchr,500629,Special Education Teacher,CTU,22831,Peter Cooper Dual Lang Acad,Cooper,School-Based,Network 07,Network 07,60608,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,623687,1,Tchr,49,Regular Teacher,CTU,22841,Anna R. Langford Comm Acad,Langfrd Ac,School-Based,Network 11,Opp Schools FY19-24,60636,PhysEd,,,,,,,PhysEd,,,,,K-8 REG Physical Ed
8/21/2024,556177,1,Tchr,49,Regular Teacher,CTU,22841,Anna R. Langford Comm Acad,Langfrd Ac,School-Based,Network 11,Opp Schools FY19-24,60636,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,608768,1,Tchr,49,Regular Teacher,CTU,22851,Daniel Corkery School,Corkery,School-Based,Network 07,Network 07,60623,,,,,,,,,,,,,6-8 REG SS/History
8/21/2024,487863,1,Tchr,49,Regular Teacher,CTU,22851,Daniel Corkery School,Corkery,School-Based,Network 07,Network 07,60623,Science,,,Science,,,,,,,,,6-8 REG Science
8/21/2024,606188,1,Tchr,49,Regular Teacher,CTU,22851,Daniel Corkery School,Corkery,School-Based,Network 07,Network 07,60623,Math,,,,Math,,,,,,,,6-8 REG Math
8/21/2024,622989,1,Tchr,500629,Special Education Teacher,CTU,22861,Manuel Perez Elem,Perez,School-Based,Network 07,Network 07,60608,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,620827,1,Tchr,500629,Special Education Teacher,CTU,22871,Everett Mckinley Dirksen Schoo,Dirksen,School-Based,Network 01,Network 01,60656,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,624084,1,Tchr,55,Bilingual Teacher,CTU,22871,Everett Mckinley Dirksen Schoo,Dirksen,School-Based,Network 01,Network 01,60656,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL ESL
8/21/2024,136936,1,Tchr,500629,Special Education Teacher,CTU,22881,Charles R Darwin School,Darwin,School-Based,Network 04,Opp Schools FY19-24,60647,Spec Ed,Spec Ed,,,,,,,,,,,"4-5 SPED LBS, 6-8 SPED LBS"
8/21/2024,595450,1,ESP,463,Teacher Assistant,CTU,22881,Charles R Darwin School,Darwin,School-Based,Network 04,Opp Schools FY19-24,60647,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,141428,1,Tchr,990101,School Counselor,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,Network 08,60632,Counselor,,,,,,,,Counselor,,,,Professional School Counselor
8/21/2024,451300,1,Tchr,49,Regular Teacher,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,Network 08,60632,EarlyChildhood,,,,,,EarlyChildhood,,,,,,PreK-3 REG Gen Ed
8/21/2024,620171,1,Tchr,990101,School Counselor,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,Network 08,60632,Counselor,,,,,,,,Counselor,,,,Professional School Counselor
8/21/2024,499170,1,Tchr,500629,Special Education Teacher,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,Network 08,60632,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,624306,1,ESP,500992,STLS Advocate,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,Network 08,60632,,,,,,,,,,,,,
8/21/2024,624308,1,Tchr,49,Regular Teacher,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,Network 08,60632,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,421425,1,Tchr,49,Regular Teacher,CTU,22901,Charles Gates Dawes School,Dawes,School-Based,Network 10,Network 10,60652,Math,,,,Math,,,,,,,,6-8 REG Math
8/21/2024,624878,0.5,Tchr,600063,Case Manager,CTU,22901,Charles Gates Dawes School,Dawes,School-Based,Network 10,Network 10,60652,,,,,,,,,,,,,
8/21/2024,449917,1,Tchr,500629,Special Education Teacher,CTU,22921,Mariano Azuela Elem,Azuela,School-Based,Network 10,Network 10,60629,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,604185,0.5,Tchr,500629,Special Education Teacher,CTU,22921,Mariano Azuela Elem,Azuela,School-Based,Network 10,Network 10,60629,Spec Ed,Spec Ed,,,,,,,,,,,Case Managers
8/21/2024,624879,0.5,Tchr,600063,Case Manager,CTU,22921,Mariano Azuela Elem,Azuela,School-Based,Network 10,Network 10,60629,,,,,,,,,,,,,
8/21/2024,624094,1,Tchr,49,Regular Teacher,CTU,22921,Mariano Azuela Elem,Azuela,School-Based,Network 10,Network 10,60629,Arts,,,,,Arts,,,,,,,K-8 REG Fine Arts
8/21/2024,410637,1,Tchr,500629,Special Education Teacher,CTU,22931,Charles S Deneen School,Deneen,School-Based,Network 12,Network 12,60619,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,620793,1,Tchr,500629,Special Education Teacher,CTU,22931,Charles S Deneen School,Deneen,School-Based,Network 12,Network 12,60619,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,621204,1,Tchr,500629,Special Education Teacher,CTU,22931,Charles S Deneen School,Deneen,School-Based,Network 12,Network 12,60619,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,600103,1,Tchr,500629,Special Education Teacher,CTU,22931,Charles S Deneen School,Deneen,School-Based,Network 12,Network 12,60619,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,139374,1,Tchr,48,Head Teacher,CTU,22951,Dewey Academy of Fine Arts,Dewey,School-Based,Network 08,Network 08,60609,EarlyChildhood,,,,,,EarlyChildhood,,,,,,PreK-3 REG Gen Ed
8/21/2024,624880,0.5,Tchr,600063,Case Manager,CTU,22951,Dewey Academy of Fine Arts,Dewey,School-Based,Network 08,Network 08,60609,,,,,,,,,,,,,
8/21/2024,116842,1,Tchr,500629,Special Education Teacher,CTU,22971,Arthur Dixon School,Dixon,School-Based,Network 12,Network 12,60619,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,430497,1,Tchr,49,Regular Teacher,CTU,22971,Arthur Dixon School,Dixon,School-Based,Network 12,Network 12,60619,,,,,,,,,,,,,6-8 REG Reading
8/21/2024,624881,0.5,Tchr,600063,Case Manager,CTU,22971,Arthur Dixon School,Dixon,School-Based,Network 12,Network 12,60619,,,,,,,,,,,,,
8/21/2024,624288,1,ESP,467,School Clerk Assistant,CTU,22971,Arthur Dixon School,Dixon,School-Based,Network 12,Network 12,60619,,,,,,,,,,,,,
8/21/2024,612996,1,Tchr,49,Regular Teacher,CTU,22971,Arthur Dixon School,Dixon,School-Based,Network 12,Network 12,60619,Arts,,,,,Arts,,,,,,,K-8 REG Fine Arts
8/21/2024,600978,1,Tchr,49,Regular Teacher,CTU,22991,Doolittle Elem,Doolittle,School-Based,Network 09,Opp Schools FY19-24,60616,,,,,,,,,,,,,6-8 REG Gen Ed
8/21/2024,623885,1,Tchr,49,Regular Teacher,CTU,22991,Doolittle Elem,Doolittle,School-Based,Network 09,Opp Schools FY19-24,60616,Arts,,,,,Arts,,,,,,,PreK-3 REG Gen Ed
8/21/2024,611015,0.5,Tchr,55,Bilingual Teacher,CTU,23021,Thomas Drummond School,Drummond,School-Based,Network 06,Network 06,60622,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL ESL
8/21/2024,614972,0.5,Tchr,55,Bilingual Teacher,CTU,23031,Charles W Earle School,Earle,School-Based,Network 11,Network 11,60636,Bilingual,,Bilingual,,,,,,,,,,4-5 BIL Spanish
8/21/2024,620953,1,Tchr,500629,Special Education Teacher,CTU,23031,Charles W Earle School,Earle,School-Based,Network 11,Network 11,60636,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,610149,1,Tchr,49,Regular Teacher,CTU,23031,Charles W Earle School,Earle,School-Based,Network 11,Network 11,60636,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,131536,1,Tchr,55,Bilingual Teacher,CTU,23041,John F Eberhart School,Eberhart,School-Based,Network 10,Network 10,60629,Bilingual,,Bilingual,,,,,,,,,,PreK-3 BIL Spanish
8/21/2024,604424,1,ESP,463,Teacher Assistant,CTU,23041,John F Eberhart School,Eberhart,School-Based,Network 10,Network 10,60629,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,125520,1,Tchr,49,Regular Teacher,CTU,23041,John F Eberhart School,Eberhart,School-Based,Network 10,Network 10,60629,,,,,,,,,,,,,"6-8 REG English/LA, 6-8 REG SS/History"
8/21/2024,619797,1,Tchr,49,Regular Teacher,CTU,23041,John F Eberhart School,Eberhart,School-Based,Network 10,Network 10,60629,,,,,,,,,,,,,6-8 REG English/LA
8/21/2024,622990,1,Tchr,500629,Special Education Teacher,CTU,23061,George W Curtis School,Curtis,School-Based,Network 13,Network 13,60628,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,611016,0.5,Tchr,55,Bilingual Teacher,CTU,23071,Edgebrook School,Edgebrook,School-Based,Network 01,Network 01,60646,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL ESL
8/21/2024,391095,1,ESP,463,Teacher Assistant,CTU,23081,Richard Edwards School,Edwards,School-Based,Network 08,Network 08,60632,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,283393,1,Tchr,49,Regular Teacher,CTU,23081,Richard Edwards School,Edwards,School-Based,Network 08,Network 08,60632,,,,,,,,,,,,,"4-5 REG Gen Ed, 6-8 REG Gen Ed"
8/21/2024,381424,1,ESP,463,Teacher Assistant,CTU,23081,Richard Edwards School,Edwards,School-Based,Network 08,Network 08,60632,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,623914,1,Tchr,49,Regular Teacher,CTU,23081,Richard Edwards School,Edwards,School-Based,Network 08,Network 08,60632,,,,,,,,,,,,,6-8 REG Gen Ed
8/21/2024,623998,1,Tchr,49,Regular Teacher,CTU,23081,Richard Edwards School,Edwards,School-Based,Network 08,Network 08,60632,Science,,,Science,,,,,,,,,6-8 REG Science
8/21/2024,653486,1,Tchr,500629,Special Education Teacher,CTU,23081,Richard Edwards School,Edwards,School-Based,Network 08,Network 08,60632,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,582058,1,Tchr,49,Regular Teacher,CTU,23081,Richard Edwards School,Edwards,School-Based,Network 08,Network 08,60632,Bilingual,,Bilingual,,,,,,,,,,4-5 BIL Spanish
8/21/2024,582065,1,Tchr,49,Regular Teacher,CTU,23081,Richard Edwards School,Edwards,School-Based,Network 08,Network 08,60632,,,,,,,,,,,,,6-8 REG English/LA
8/21/2024,483323,1,Tchr,49,Regular Teacher,CTU,23101,Ellington Elem,Ellington,School-Based,Network 03,Network 03,60644,WorldLang,,,,,,,,,,,WorldLang,K-8 REG Spanish
8/21/2024,623751,1,Tchr,49,Regular Teacher,CTU,23101,Ellington Elem,Ellington,School-Based,Network 03,Network 03,60644,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,615892,1,Tchr,65,IB Coordinator,CTU,23131,Esmond School,Esmond,School-Based,Network 10,Network 10,60643,,,,,,,,,,,,,
8/21/2024,622992,1,Tchr,500629,Special Education Teacher,CTU,23131,Esmond School,Esmond,School-Based,Network 10,Network 10,60643,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
