dept_id,short_name,school_id,ctu_name,type,address,zip,grade_category,es_network,ctu_network,cps_network,ward,county_dist,congress,house,senate,community_area,community_name,community_side,planning_zone
46201,KENNEDY HS,609718,Kennedy High School,Neighborhood,6325 W 56TH ST,60638,HS,10,16,16,13,11,6,22,11,56,GARFIELD RIDGE,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
46361,KENWOOD HS,609746,Kenwood Acad. High School,Neighborhood,5015 S BLACKSTONE AVE,60615,HS,9,17,17,4,3,2,25,13,39,KENWOOD,South Side,Bronzeville-Hyde Park-Woodlawn
23991,KERSHAW,610019,Kershaw Elem School,Magnet,6450 S LOWE AVE,60621,ES,11,11C,11,16,2,1,6,3,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
24021,KILMER,610022,Kilmer Elem School,Neighborhood,6700 N GREENVIEW AVE,60626,ES,2,02A,2,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
46371,KING HS,609751,King College Prep,Selective enrollment,4445 S DREXEL BLVD,60653,HS,9,17,17,4,3,2,25,13,39,KENWOOD,South Side,Bronzeville-Hyde Park-Woodlawn
26371,KING ES,610299,"King, Dr. Martin Luther King Jr. Acad. of Soc. Justice",Neighborhood,644 W 71ST ST,60621,ES,11,11B,11,6,2,1,32,16,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
24071,KINZIE,610026,Kinzie Elem School,Neighborhood,5625 S MOBILE AVE,60638,ES,10,10A,10,13,11,6,22,11,56,GARFIELD RIDGE,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
24081,KIPLING,610027,Kipling Elem School,Neighborhood,9351 S LOWE AVE,60620,ES,11,11B,11,9,4,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Englewood-Auburn Gresham
31151,KOZMINSKI,610030,Kozminski Community Academy,Neighborhood,936 E 54TH ST,60615,ES,9,09B,9,5,3,1,25,13,41,HYDE PARK,South Side,Bronzeville-Hyde Park-Woodlawn
46211,LAKE VIEW HS,609719,Lake View High School,Neighborhood,4015 N ASHLAND AVE,60613,HS,2,14,14,47,10,5,11,6,6,LAKE VIEW,North Side,Ravenswood
46221,LANE TECH HS,609720,Lane Tech High School,Selective enrollment,2501 W ADDISON ST,60618,HS,4,14,14,47,12,3,40,20,5,NORTH CENTER,North Side,Logan-Lincoln Park
22841,LANGFORD,609869,Langford Elem School,Neighborhood,6010 S THROOP ST,60636,ES,11,11A,11,16,2,7,6,3,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
23791,LARA,609993,Lara Academy,Neighborhood,4619 S WOLCOTT AVE,60609,ES,8,08B,8,15,7,4,24,12,61,NEW CITY,Southwest Side,McKinley Park
29101,LASALLE II,610520,LaSalle II Magnet School,Magnet,1148 N HONORE ST,60622,ES,6,06A,6,1,12,7,4,2,24,WEST TOWN,West Side,Near N-Near W-Loop-BridgePort-Chinatown
29161,LASALLE,610033,LaSalle Language Academy,Magnet,1734 N ORLEANS ST,60614,ES,4,04B,4,43,12,5,12,6,7,LINCOLN PARK,North Side,Logan-Lincoln Park
66619,YCCS - LATINO YOUTH,400135,Latino Youth Charter High School,Charter,2001 S CALIFORNIA AVE,60608,HS,7,CTUA2,7,25,7,4,24,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
25671,LAVIZZO,610208,Lavizzo Elem. School,Neighborhood,138 W 109TH ST,60628,ES,13,13A,13,9,5,1,27,14,49,ROSELAND,Far Southeast Side,Far South Side - Far East Side
31161,LAWNDALE,610034,Lawndale Comm Academy,Neighborhood,3500 W DOUGLAS BLVD,60623,ES,5,05B,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Humboldt Park-Garfield W-N Lawndale
26331,LEE,610291,Lee Elem School,Neighborhood,6448 S TRIPP AVE,60629,ES,10,10B,10,13,11,4,22,11,65,WEST LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
26391,LELAND,610305,Leland Elem School,Neighborhood,512 S LAVERGNE AVE,60644,ES,3,03B,3,29,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
29361,LENART,610298,Lenart Gifted Ctr,Regional gifted center,8101 S LASALLE ST,60620,ES,11,11B,11,6,4,1,34,17,44,CHATHAM,Far Southeast Side,Englewood-Auburn Gresham
24151,LEWIS,610036,Lewis Elem School,Neighborhood,1431 N LEAMINGTON AVE,60651,ES,3,AUSL-W,3,37,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
24171,LIBBY,610037,Libby Elem School,Neighborhood,5300 S LOOMIS BLVD,60609,ES,8,11A,8,20,2,7,6,3,61,NEW CITY,Southwest Side,McKinley Park
24191,LINCOLN,610038,Lincoln Elem School,Neighborhood,615 W KEMPER PL,60614,ES,4,04B,4,43,12,5,12,6,7,LINCOLN PARK,North Side,Logan-Lincoln Park
30151,FISHER,610595,Lincoln Park Early Learning Center,Magnet,1840 N CLARK ST,60614,ES,4,04B,4,43,12,5,11,6,7,LINCOLN PARK,North Side,Logan-Lincoln Park
46321,LINCOLN PARK HS,609738,Lincoln Park High School,Neighborhood,2001 N ORCHARD ST,60614,HS,4,04B,14,43,12,5,12,6,7,LINCOLN PARK,North Side,Logan-Lincoln Park
46511,LINDBLOM HS,610391,Lindblom Math & Science Acad.,Selective enrollment,6130 S WOLCOTT AVE,60636,HS,11,16,16,16,2,7,6,3,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
24201,VON LINNE,610039,Linne Elem School,Neighborhood,3221 N SACRAMENTO AVE,60618,ES,4,04C,4,33,12,3,40,20,21,AVONDALE,North Side,Logan-Lincoln Park
22521,LITTLE VILLAGE,609834,Little Village Academy,Neighborhood,2620 S LAWNDALE AVE,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
24221,LLOYD,610040,Lloyd Elem School,Neighborhood,2103 N LAMON AVE,60639,ES,3,03A,3,26,8,3,4,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
24231,LOCKE J,610041,Locke Elem School,Neighborhood,2828 N OAK PARK AVE,60634,ES,3,03A,3,36,8,3,3,2,18,MONTCLARE,Northwest Side,Belmont-Austin
24531,LOGAN SQUARE,610074,Logan Square Elem School,Neighborhood,3651 W SCHUBERT AVE,60647,ES,4,04A,4,35,8,3,39,20,22,LOGAN SQUARE,North Side,Logan-Lincoln Park
22341,LORCA,610541,LORCA,Neighborhood,3231 N SPRINGFIELD AVE,60618,ES,4,04C,4,30,8,3,40,20,21,AVONDALE,North Side,Logan-Lincoln Park
24241,LOVETT,610043,Lovett Elem School,Neighborhood,6333 W BLOOMINGDALE AVE,60639,ES,3,03B,3,29,1,7,78,39,25,AUSTIN,West Side,Belmont-Austin
24251,LOWELL,610044,Lowell Elem School,Neighborhood,3320 W HIRSCH ST,60651,ES,5,05A,5,26,8,3,4,2,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
24101,LOZANO,610029,Lozano Blg. & Int'l. Ctr.,Neighborhood,1501 N GREENVIEW AVE,60642,ES,6,06A,6,1,12,5,10,5,24,WEST TOWN,West Side,Near N-Near W-Loop-BridgePort-Chinatown
24281,LYON,610046,Lyon Elem School,Neighborhood,2941 N MCVICKER AVE,60634,ES,3,03A,3,30,8,3,3,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
41041,MADERO,610215,Madero Elementary School,Neighborhood,3202 W 28TH ST,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
24301,MADISON,610047,Madison Elem School,Neighborhood,7433 S DORCHESTER AVE,60619,ES,12,12A,12,8,3,1,26,13,43,SOUTH SHORE,South Side,Chatham-South Shore
24311,MANIERRE,610048,Manierre Elem School,Neighborhood,1420 N HUDSON AVE,60610,ES,4,04B,4,27,3,7,9,5,8,NEAR NORTH SIDE,Central,Logan-Lincoln Park
53111,MANLEY HS,609722,Manley High School,Neighborhood,2935 W POLK ST,60612,HS,5,15,15,28,2,7,9,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
24331,MANN,610052,Mann Elem School,Neighborhood,8050 S CHAPPEL AVE,60617,ES,12,12B,12,8,4,1,33,17,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
41111,MARINE LEADERSHIP AT AMES HS,609780,Marine Leadership Acad. at Ames,Military academy,1920 N HAMLIN AVE,60647,HS,4,04A,14,26,8,3,3,2,22,LOGAN SQUARE,North Side,Logan-Lincoln Park
24341,MARQUETTE,610053,Marquette West Elem School,Neighborhood,6550 S RICHMOND ST,60629,ES,10,AUSL-S,10,15,11,7,32,16,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
66397,ACERO - MARQUEZ,400089,Marquez Charter Elem School,Charter,2916 W 47TH ST,60632,ES,8,CTUA1,8,12,7,4,23,12,58,BRIGHTON PARK,Southwest Side,McKinley Park
24361,MARSH,610054,Marsh Elem School,Neighborhood,9822 S EXCHANGE AVE,60617,ES,13,13B,13,10,4,2,33,17,51,SOUTH DEERING,Far Southeast Side,Far South Side - Far East Side
47041,MARSHALL HS,609723,Marshall Metro High School,Neighborhood,3250 W ADAMS ST,60624,HS,5,15,15,28,1,7,10,5,27,EAST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
24381,MASON,610056,Mason Elem School,Small,4217 W 18TH ST,60623,ES,7,05B,7,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Pilsen-Little Village
46241,MATHER HS,609724,Mather High School,Neighborhood,5835 N LINCOLN AVE,60659,HS,2,14,14,40,10,5,13,7,2,WEST RIDGE,Far North Side,Ravenswood
24401,MAYER,610059,Mayer Elem School,Magnet,2250 N CLIFTON AVE,60614,ES,4,04B,4,43,12,5,10,5,7,LINCOLN PARK,North Side,Logan-Lincoln Park
26321,MAYS,610290,Mays Academy,Neighborhood,6656 S NORMAL BLVD,60621,ES,11,11A,11,6,2,1,6,3,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
23551,MCAULIFFE,609968,"McAuliffe, C. Elem. School",Neighborhood,1841 N SPRINGFIELD AVE,60647,ES,4,04A,4,26,8,3,4,2,20,HERMOSA,Northwest Side,Logan-Lincoln Park
24431,MCCORMICK,610063,McCormick Elem School,Neighborhood,2712 S SAWYER AVE,60623,ES,7,07A,7,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
26201,MCCUTCHEON,610269,McCutcheon Elem School,Neighborhood,4865 N SHERIDAN RD,60640,ES,2,02B,2,46,10,9,13,7,3,UPTOWN,Far North Side,Ravenswood
29181,MCDADE,610066,McDade Classical School,Classical,8801 S INDIANA AVE,60619,ES,12,12B,12,6,4,1,34,17,44,CHATHAM,Far Southeast Side,Chatham-South Shore
26421,MCDOWELL,610312,McDowell Elem School,Neighborhood,1419 E 89TH ST,60619,ES,12,12B,12,8,4,1,33,17,48,CALUMET HEIGHTS,Far Southeast Side,Chatham-South Shore
24451,MCKAY,610067,McKay Elem School,Neighborhood,6901 S FAIRFIELD AVE,60629,ES,10,10B,10,17,2,7,32,16,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
26301,MCNAIR,610282,McNair School of Excellence,Neighborhood,4820 W WALTON ST,60651,ES,3,AUSL-W,3,37,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
24471,MCPHERSON,610070,McPherson Elem School,Neighborhood,4728 N WOLCOTT AVE,60640,ES,2,02B,2,47,10,5,13,7,4,LINCOLN SQUARE,North Side,Ravenswood
26351,MELODY,610293,Melody Elem School,Neighborhood,3937 W WILCOX ST,60624,ES,5,05B,5,28,1,7,10,5,26,WEST GARFIELD PARK,West Side,Humboldt Park-Garfield W-N Lawndale
31061,METCALFE,609902,Metcalfe Magnet School,Neighborhood,12339 S NORMAL AVE,60628,ES,13,13A,13,9,5,1,28,14,53,WEST PULLMAN,Far Southeast Side,Far South Side - Far East Side
24421,MINOSO,610062,Minoso Elem School (formerly McClellan),Neighborhood,3527 S WALLACE ST,60609,ES,6,06B,6,11,11,7,24,12,60,BRIDGEPORT,South Side,Near N-Near W-Loop-BridgePort-Chinatown
25331,MIRELES,610171,Mireles Academy,Neighborhood,9000 S EXCHANGE AVE,60617,ES,12,12B,12,10,4,2,25,13,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
24511,MITCHELL,610073,Mitchell Elem School,Neighborhood,2233 W OHIO ST,60612,ES,5,05A,5,36,1,7,4,2,24,WEST TOWN,West Side,Humboldt Park-Garfield W-N Lawndale
26251,MOLLISON,610276,Mollison Elem School,Neighborhood,4415 S DR MARTIN L KING JR DR,60653,ES,9,09A,9,3,3,7,5,3,38,GRAND BOULEVARD,South Side,Bronzeville-Hyde Park-Woodlawn
25631,MONARCAS ACADEMY,610203,Monarcas Elem School (formerly Tonti),Neighborhood,5815 S HOMAN AVE,60629,ES,8,08B,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
24551,MOOS,610076,Moos Elem School,Neighborhood,1711 N CALIFORNIA AVE,60647,ES,5,05A,5,26,8,3,3,2,24,WEST TOWN,West Side,Humboldt Park-Garfield W-N Lawndale
46251,MORGAN PARK HS,609725,Morgan Park High School,Neighborhood,1744 W PRYOR AVE,60643,HS,10,16,16,19,11,1,35,18,75,MORGAN PARK,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
24571,MORRILL,610077,Morrill Elem School,Neighborhood,6011 S ROCKWELL ST,60629,ES,10,10A,10,16,11,7,6,3,66,CHICAGO LAWN,Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
26091,MORTON,610257,Morton School of Excellence,Neighborhood,431 N TROY ST,60612,ES,5,AUSL-W,5,27,1,7,10,5,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
22271,MOSAIC,609804,Mosaic Elem School (formerly Boone),Neighborhood,6710 N WASHTENAW AVE,60645,ES,2,02A,2,50,13,9,16,8,2,WEST RIDGE,Far North Side,Ravenswood
24611,MOZART,610088,Mozart Elem School,Neighborhood,2200 N HAMLIN AVE,60647,ES,4,04A,4,35,8,3,3,2,22,LOGAN SQUARE,North Side,Logan-Lincoln Park
24591,MOUNT GREENWOOD,610082,Mt. Greenwood Elementary School,Neighborhood,10841 S HOMAN AVE,60655,ES,10,10C,10,19,11,6,35,18,74,MOUNT GREENWOOD,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
24601,MOUNT VERNON,610086,Mt. Vernon Elem School,Neighborhood,10540 S MORGAN ST,60643,ES,13,13A,13,21,5,1,27,14,73,WASHINGTON HEIGHTS,Far Southwest Side,Far South Side - Far East Side
55181,MULTICULTURAL ARTS HS,610385,Multicultural Arts School,Small,3120 S KOSTNER AVE,60623,HS,7,15,15,22,7,4,23,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
11510,Multilingual Multicultural Ed,,Multilingual Multicultural Ed,CW Department,,,,,,,,,,,,,,,
11540,Multilingual Multicultural Ed CW,,Multilingual Multicultural Ed CW,CW Department,,,,,,,,,,,,,,,
24621,MURPHY,610089,Murphy Elem School,Neighborhood,3539 W GRACE ST,60618,ES,1,01C,1,35,8,3,40,20,16,IRVING PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
29221,MURRAY,610090,Murray Language Academy,Magnet,5335 S KENWOOD AVE,60615,ES,9,09B,9,5,3,1,25,13,41,HYDE PARK,South Side,Bronzeville-Hyde Park-Woodlawn
66271,NAMASTE,400050,Namaste Charter School,Charter,3737 S PAULINA ST,60609,ES,8,CTUA2,8,12,11,4,24,12,59,MCKINLEY PARK,Southwest Side,McKinley Park
24641,NASH,610092,Nash Elem School,Neighborhood,4837 W ERIE ST,60644,ES,3,03B,3,37,1,7,8,4,25,AUSTIN,West Side,Belmont-Austin
32031,NATIONAL TEACHERS,610231,National Teachers Academy,Neighborhood,55 W CERMAK RD,60616,ES,6,AUSL-S,6,3,2,7,6,3,33,NEAR SOUTH SIDE,Central,Near N-Near W-Loop-BridgePort-Chinatown
24651,NEIL,610093,Neil Elem School,Neighborhood,8555 S MICHIGAN AVE,60619,ES,12,12B,12,6,4,1,34,17,44,CHATHAM,Far Southeast Side,Chatham-South Shore
24661,NETTELHORST,610094,Nettelhorst Elem School,Neighborhood,3252 N BROADWAY ST,60657,ES,4,04B,4,44,10,5,12,6,6,LAKE VIEW,North Side,Logan-Lincoln Park
2411,Network 1 Office,,Network 1 Office,Network Office,6323 N AVONDALE,60631,,1,,1,,,,,,,,,
2501,Network 10 Office,,Network 10 Office,Network Office,11424 S WESTERN,60643,,10,,10,,,,,,,,,
2511,Network 11 Office,,Network 11 Office,Network Office,4655 S DEARBORN,60609,,11,,11,,,,,,,,,
2521,Network 12 Office,,Network 12 Office,Network Office,4655 S DEARBORN,60609,,12,,12,,,,,,,,,
2531,Network 13 Office,,Network 13 Office,Network Office,11424 S WESTERN,60643,,13,,13,,,,,,,,,
2641,Network 14 Office,,Network 14 Office,Network Office,110 N PAULINA ST,60612,,,,14,,,,,,,,,
2651,Network 15 Office,,Network 15 Office,Network Office,110 N PAULINA ST,60613,,,,15,,,,,,,,,
2661,Network 16 Office,,Network 16 Office,Network Office,110 N PAULINA ST,60614,,,,16,,,,,,,,,
2671,Network 17 Office,,Network 17 Office,Network Office,110 N PAULINA ST,60615,,,,17,,,,,,,,,
2421,Network 2 Office,,Network 2 Office,Network Office,6323 N AVONDALE,60631,,2,,2,,,,,,,,,
2431,Network 3 Office,,Network 3 Office,Network Office,5101 W HARRISON ST,60644,,3,,3,,,,,,,,,
2441,Network 4 Office,,Network 4 Office,Network Office,6323 N AVONDALE,60631,,4,,4,,,,,,,,,
2451,Network 5 Office,,Network 5 Office,Network Office,2935 W POLK STREET,60612,,5,,5,,,,,,,,,
2461,Network 6 Office,,Network 6 Office,Network Office,2245 W JACKSON BLVD,60612,,6,,6,,,,,,,,,
2471,Network 7 Office,,Network 7 Office,Network Office,4655 S DEARBORN ST,60609,,7,,7,,,,,,,,,
2481,Network 8 Office,,Network 8 Office,Network Office,4655 S DEARBORN ST,60609,,8,,8,,,,,,,,,
2491,Network 9 Office,,Network 9 Office,Network Office,4655 S DEARBORN,60609,,9,,9,,,,,,,,,
22071,NEW FIELD,610284,New Field Primary School,Neighborhood,1707 W MORSE AVE,60626,ES,2,02A,2,49,13,9,14,7,1,ROGERS PARK,Far North Side,Ravenswood
25541,NEW SULLIVAN,610193,New Sullivan Elem. School,Neighborhood,8331 S MACKINAW AVE,60617,ES,12,12A,12,10,4,2,25,13,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
29231,NEWBERRY,610095,Newberry Magnet School,Magnet,700 W WILLOW ST,60614,ES,4,04B,4,43,12,5,12,6,7,LINCOLN PARK,North Side,Logan-Lincoln Park
22181,NICHOLSON,609793,Nicholson Elem School,Neighborhood,6006 S PEORIA ST,60621,ES,11,11A,11,16,2,7,6,3,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
24671,NIGHTINGALE,610096,Nightingale Elem School,Neighborhood,5250 S ROCKWELL ST,60632,ES,8,08A,8,14,7,4,1,1,63,GAGE PARK,Southwest Side,McKinley Park
31101,NINOS HEROES,609961,Ninos Heroes Magnet School,Neighborhood,8344 S COMMERCIAL AVE,60617,ES,12,12A,12,7,4,2,26,13,46,SOUTH CHICAGO,Far Southeast Side,Chatham-South Shore
24681,NIXON,610097,Nixon Elem School,Neighborhood,2121 N KEELER AVE,60639,ES,4,04A,4,35,8,3,3,2,20,HERMOSA,Northwest Side,Logan-Lincoln Park
24691,NOBEL,610098,Nobel Elem School,Neighborhood,4127 W HIRSCH ST,60651,ES,5,05A,5,36,8,3,4,2,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
26841,NORTH RIVER,610354,North River Elem. School,Small,3729 W LELAND AVE,60625,ES,1,01C,1,33,12,3,40,20,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
46431,NORTH-GRAND HS,609691,North-Grand H.S.,Neighborhood,4338 W WABANSIA AVE,60639,HS,5,15,15,26,8,3,4,2,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
46061,NORTHSIDE PREP HS,609749,Northside College Prep. H.S.,Selective enrollment,5501 N KEDZIE AVE,60625,HS,1,01C,14,39,10,5,15,8,13,NORTH PARK,Far North Side,Saug-ReedDunning-AlbanyPk
49021,NORTHSIDE LEARNING HS,609744,Northside Learning Center,Special Education,3730 W BRYN MAWR AVE,60659,HS,1,14,14,39,10,5,15,8,13,NORTH PARK,Far North Side,Saug-ReedDunning-AlbanyPk
66241,CICS - NORTHTOWN HS,400034,Northtown Charter High School,Charter,3900 W PETERSON AVE,60646,HS,1,CTUA2,1,39,10,5,15,8,13,NORTH PARK,Far North Side,Saug-ReedDunning-AlbanyPk
26081,CATALPA,610599,Northwest Early Childhood Center,Magnet,4434 N LARAMIE AVE,60630,ES,1,01A,1,45,12,5,19,10,15,PORTAGE PARK,Northwest Side,Saug-ReedDunning-AlbanyPk
41121,NORTHWEST,610051,Northwest Middle School,Neighborhood,5252 W PALMER ST,60639,ES,3,03A,3,36,8,3,3,2,19,BELMONT CRAGIN,Northwest Side,Belmont-Austin
24711,NORWOOD PARK,610099,Norwood Park Elem School,Neighborhood,5900 N NINA AVE,60631,ES,1,01A,1,41,9,5,20,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
24751,OKEEFFE,610103,O'Keeffe Elem School,Neighborhood,6940 S MERRILL AVE,60649,ES,12,AUSL-S,12,5,3,2,25,13,43,SOUTH SHORE,South Side,Chatham-South Shore
24801,OTOOLE,610108,O'Toole Elem School,Neighborhood,6550 S SEELEY AVE,60636,ES,11,11A,11,16,2,7,6,3,67,WEST ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
24731,OGDEN HS,610529,Ogden International School,Magnet,1250 W ERIE ST,60642,HS,6,15,15,27,2,7,10,5,24,WEST TOWN,West Side,Near N-Near W-Loop-BridgePort-Chinatown
24731,OGDEN ES,610101,Ogden International School,Neighborhood,24 W WALTON ST,60610,ES,6,15,15,2,12,5,12,6,8,NEAR NORTH SIDE,Central,Near N-Near W-Loop-BridgePort-Chinatown
24741,OGLESBY,610102,Oglesby Elem School,Neighborhood,7646 S GREEN ST,60620,ES,11,11C,11,17,3,1,31,16,71,AUBURN GRESHAM,Far Southwest Side,Englewood-Auburn Gresham
24761,ONAHAN,610104,Onahan Elem School,Neighborhood,6634 W RAVEN ST,60631,ES,1,01A,1,41,10,5,20,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
24771,ORIOLE PARK,610105,Oriole Park Elem School,Neighborhood,5424 N OKETO AVE,60656,ES,1,01A,1,41,10,5,20,10,10,NORWOOD PARK,Far North Side,Saug-ReedDunning-AlbanyPk
31281,OROZCO,610329,Orozco Comm Academy,Neighborhood,1940 W 18TH ST,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
28151,ORR HS,610389,Orr Academy High School,Neighborhood,730 N PULASKI RD,60624,HS,5,AUSL-W,15,37,1,7,10,5,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
24791,OTIS,610107,Otis Elem School,Neighborhood,525 N ARMOUR ST,60642,ES,6,06A,6,1,2,7,10,5,24,WEST TOWN,West Side,Near N-Near W-Loop-BridgePort-Chinatown
29241,OWEN,610109,"Owen, W. Scholastic Acad.",Magnet,8247 S CHRISTIANA AVE,60652,ES,10,10B,10,18,3,1,31,16,70,ASHBURN,Far Southwest Side,Midway-Chgo Lawn-Ashburn-Beverly
23351,OWENS,609943,"Owens, J. Elem. Comm. Academy",Neighborhood,12302 S STATE ST,60628,ES,13,13B,13,9,5,1,28,14,53,WEST PULLMAN,Far Southeast Side,Far South Side - Far East Side
24821,PALMER,610111,Palmer Elem School,Neighborhood,5051 N KENNETH AVE,60630,ES,1,01B,1,39,12,5,15,8,14,ALBANY PARK,Far North Side,Saug-ReedDunning-AlbanyPk
66108,YCCS - ASPIRA PANTOJA,400125,Pantoja Charter High School,Charter,3121 N PULASKI RD,60618,HS,4,CTUA2,4,31,8,3,40,20,21,AVONDALE,North Side,Logan-Lincoln Park
24841,PARK MANOR,610115,Park Manor Elem School,Neighborhood,7037 S RHODES AVE,60637,ES,12,12A,12,6,3,1,32,16,69,GREATER GRAND CROSSING,South Side,Chatham-South Shore
31181,PARKER,610112,Parker Comm Academy,Neighborhood,6800 S STEWART AVE,60621,ES,11,11A,11,6,2,1,32,16,68,ENGLEWOOD,Southwest Side,Englewood-Auburn Gresham
31201,PARKSIDE,610116,Parkside Comm Academy,Neighborhood,6938 S EAST END AVE,60649,ES,12,12A,12,5,3,2,26,13,43,SOUTH SHORE,South Side,Chatham-South Shore
66191,AHS - PASSAGES,400060,Passages Charter School,Charter,1643 W BRYN MAWR AVE,60640,ES,2,CTUA2,2,40,10,9,13,7,77,EDGEWATER,Far North Side,Ravenswood
24851,PASTEUR,610117,Pasteur Elem School,Neighborhood,5825 S KOSTNER AVE,60629,ES,8,08A,8,13,11,4,22,11,62,WEST ELSDON,Southwest Side,McKinley Park
70020,PAYTON HS,609680,Payton College Prep.,Selective enrollment,1034 N WELLS ST,60610,HS,6,06A,15,27,12,7,12,6,8,NEAR NORTH SIDE,Central,Near N-Near W-Loop-BridgePort-Chinatown
66131,ACERO - PAZ,400083,Paz Charter Campus,Charter,2651 W 23RD ST,60608,ES,7,CTUA1,7,25,7,4,24,12,30,SOUTH LAWNDALE,West Side,Pilsen-Little Village
67021,PEACE AND EDUCATION HS,610386,Peace & Ed. Coal. Altr. H.S.,Alternative,4946 S PAULINA ST,60609,HS,8,08B,16,20,7,4,6,3,61,NEW CITY,Southwest Side,McKinley Park
24871,PECK,610120,Peck Elem School,Neighborhood,3826 W 58TH ST,60629,ES,8,08A,8,23,7,4,22,11,62,WEST ELSDON,Southwest Side,McKinley Park
24891,PEIRCE,610122,Peirce Elem School,Neighborhood,1423 W BRYN MAWR AVE,60640,ES,2,02B,2,48,10,9,14,7,77,EDGEWATER,Far North Side,Ravenswood
24911,PENN,610123,Penn Elem School,Neighborhood,1616 S AVERS AVE,60623,ES,7,05B,5,24,2,7,9,5,29,NORTH LAWNDALE,West Side,Pilsen-Little Village
22861,PEREZ,609872,Perez Elem School,Neighborhood,1241 W 19TH ST,60608,ES,7,07B,7,25,7,4,24,12,31,LOWER WEST SIDE,West Side,Pilsen-Little Village
29251,PERSHING,610126,Pershing East Magnet School,Magnet,3200 S CALUMET AVE,60616,ES,9,09A,9,4,3,1,5,3,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
24941,PETERSON,610127,Peterson Elem. School,Neighborhood,5510 N CHRISTIANA AVE,60625,ES,1,01C,1,39,10,5,15,8,13,NORTH PARK,Far North Side,Saug-ReedDunning-AlbanyPk
46261,PHILLIPS HS,609727,Phillips High School,Neighborhood,244 E PERSHING RD,60653,HS,9,AUSL-S,17,3,3,1,5,3,35,DOUGLAS,South Side,Bronzeville-Hyde Park-Woodlawn
55011,PHOENIX MILITARY HS,610304,Phoenix Mil. Acad.,Military academy,145 S CAMPBELL AVE,60612,HS,6,06A,6,27,2,7,10,5,28,NEAR WEST SIDE,West Side,Near N-Near W-Loop-BridgePort-Chinatown
24781,PICCOLO,610106,Piccolo Specialty School,Neighborhood,1040 N KEELER AVE,60651,ES,5,AUSL-W,5,37,1,3,4,2,23,HUMBOLDT PARK,West Side,Humboldt Park-Garfield W-N Lawndale
