PointInTimeDt,Pos #,JobCd,Job Title,FTE,ClsInd,RegTmp,Union,Dept ID,Department,Dept,DeptType,Network,AdjStatus,SpecEd,Bilingual,Science,Math,Arts,EarlyChild,PhysEd,Counselor,Clinician,Library,WorldLang
9/9/2024,613585,000055,Bilingual Teacher,1,Tchr,Reg,CTU,22081,George Armstrong Intl Studies,Armstrong,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,619699,000049,Regular Teacher,1,Tchr,Reg,CTU,22101,Avalon Park Elem,Avalon Pk,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,581725,500629,Special Education Teacher,1,Tchr,Reg,CTU,22101,Avalon Park Elem,Avalon Pk,School-Based,Network 12,AdjVact,,Bilingual,,,,,,,,,
9/9/2024,624413,000049,Regular Teacher,1,Tchr,Reg,CTU,22101,Avalon Park Elem,Avalon Pk,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,620760,500629,Special Education Teacher,1,Tchr,Reg,CTU,22101,Avalon Park Elem,Avalon Pk,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,569245,500629,Special Education Teacher,1,Tchr,Reg,CTU,22141,John Barry Elem,Barry,School-Based,Network 04,AdjVact,Spec Ed,,,,,EarlyChildhood,,,,,
9/9/2024,536979,000055,Bilingual Teacher,1,Tchr,Reg,CTU,22141,John Barry Elem,Barry,School-Based,Network 04,AdjVact,,Bilingual,,,,,,,,,
9/9/2024,611046,600063,Case Manager,0.5,Tchr,Reg,CTU,22151,Clara Barton Elem,Barton,School-Based,Network 11,AdjVact,,,,,,,PhysEd,,,,
9/9/2024,619544,000049,Regular Teacher,1,Tchr,Reg,CTU,22151,Clara Barton Elem,Barton,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,635799,990101,School Counselor,1,Tchr,Reg,CTU,22151,Clara Barton Elem,Barton,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,619546,000049,Regular Teacher,1,Tchr,Reg,CTU,22151,Clara Barton Elem,Barton,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,614270,000049,Regular Teacher,1,Tchr,Reg,CTU,22161,Perkins Bass Elem,Bass,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,494245,000049,Regular Teacher,1,Tchr,Reg,CTU,22161,Perkins Bass Elem,Bass,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,394919,000463,Teacher Assistant,1,ESP,Reg,CTU,22171,Newton Bateman Elem,Bateman,School-Based,Network 01,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,675156,000055,Bilingual Teacher,1,Tchr,Reg,CTU,22171,Newton Bateman Elem,Bateman,School-Based,Network 01,AdjVact,,,,,,,,,,,
9/9/2024,621142,600063,Case Manager,0.5,Tchr,Reg,CTU,22181,Nicholson STEM Academy,Nicholson,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,623740,000049,Regular Teacher,1,Tchr,Reg,CTU,22181,Nicholson STEM Academy,Nicholson,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,571916,500629,Special Education Teacher,1,Tchr,Reg,CTU,22191,George Rogers Clark School,Clark GR,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,624347,000049,Regular Teacher,1,Tchr,Reg,CTU,22191,George Rogers Clark School,Clark GR,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,149975,000468,School Clerk,1,ESP,Reg,CTU,22191,George Rogers Clark School,Clark GR,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,663374,000055,Bilingual Teacher,0.5,Tchr,Reg,CTU,22191,George Rogers Clark School,Clark GR,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,605069,500629,Special Education Teacher,1,Tchr,Reg,CTU,22191,George Rogers Clark School,Clark GR,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,624546,000049,Regular Teacher,1,Tchr,Reg,CTU,22191,George Rogers Clark School,Clark GR,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,605061,500629,Special Education Teacher,1,Tchr,Reg,CTU,22191,George Rogers Clark School,Clark GR,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,112488,000049,Regular Teacher,1,Tchr,Reg,CTU,22241,Frank Bennett Elem,Bennett,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,387998,000463,Teacher Assistant,1,ESP,Reg,CTU,22241,Frank Bennett Elem,Bennett,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,516934,000467,School Clerk Assistant,1,ESP,Reg,CTU,22251,South Shore Fine Arts Academy,SS Fn Arts,School-Based,Network 12,AdjVact,,Bilingual,,,,,,,,,
9/9/2024,623653,990200,Part-Time School Counselor,0.5,Tchr,Reg,CTU,22251,South Shore Fine Arts Academy,SS Fn Arts,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,604180,600063,Case Manager,0.5,Tchr,Reg,CTU,22251,South Shore Fine Arts Academy,SS Fn Arts,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,620142,500629,Special Education Teacher,1,Tchr,Reg,CTU,22251,South Shore Fine Arts Academy,SS Fn Arts,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,600062,500629,Special Education Teacher,1,Tchr,Reg,CTU,22251,South Shore Fine Arts Academy,SS Fn Arts,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,664508,000049,Regular Teacher,1,Tchr,Reg,CTU,22261,James Blaine Elem,Blaine,School-Based,Network 04,AdjVact,,,,,,,,,,,
9/9/2024,614702,000463,Teacher Assistant,1,ESP,Reg,CTU,22261,James Blaine Elem,Blaine,School-Based,Network 04,AdjVact,,,,,,,,,,,
9/9/2024,119848,000049,Regular Teacher,1,Tchr,Reg,CTU,22261,James Blaine Elem,Blaine,School-Based,Network 04,AdjVact,,,,,,,,,,,
9/9/2024,610033,000049,Regular Teacher,1,Tchr,Reg,CTU,22281,Scott Joplin School,Joplin,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,621358,000055,Bilingual Teacher,0.5,Tchr,Reg,CTU,22281,Scott Joplin School,Joplin,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,499445,500629,Special Education Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,PhysEd,,,,
9/9/2024,619447,000049,Regular Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,619473,000049,Regular Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,619483,000049,Regular Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,666451,500629,Special Education Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,620984,500629,Special Education Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,620982,500629,Special Education Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,620986,500629,Special Education Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,456313,500629,Special Education Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,624865,500629,Special Education Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,624864,500629,Special Education Teacher,1,Tchr,Reg,CTU,22291,Bradwell Comm Arts and Sci,Bradwell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,611048,600063,Case Manager,0.5,Tchr,Reg,CTU,22301,Alex Haley School,Haley,School-Based,Network 13,AdjVact,,Bilingual,,,,,,,,,
9/9/2024,620162,990101,School Counselor,1,Tchr,Reg,CTU,22311,Brentano Math & Sci Acad,Brentano,School-Based,Network 04,AdjVact,,,,,,,,,,,
9/9/2024,477183,000049,Regular Teacher,1,Tchr,Reg,CTU,22321,Norman Bridge Elem,Bridge,School-Based,Network 01,AdjVact,,,,,,,,,,,
9/9/2024,623774,000049,Regular Teacher,1,Tchr,Reg,CTU,22331,Orville Bright Elem,Bright,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,617884,000049,Regular Teacher,1,Tchr,Reg,CTU,22331,Orville Bright Elem,Bright,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,143426,500629,Special Education Teacher,1,Tchr,Reg,CTU,22361,Charles Brownell Elem,Brownell,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,619168,000049,Regular Teacher,1,Tchr,Reg,CTU,22371,Bouchet Math & Sci Acad,Bouchet,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,619198,000049,Regular Teacher,1,Tchr,Reg,CTU,22371,Bouchet Math & Sci Acad,Bouchet,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,620935,500629,Special Education Teacher,1,Tchr,Reg,CTU,22371,Bouchet Math & Sci Acad,Bouchet,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,465550,000049,Regular Teacher,1,Tchr,Reg,CTU,22371,Bouchet Math & Sci Acad,Bouchet,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,663941,000055,Bilingual Teacher,0.5,Tchr,Reg,CTU,22371,Bouchet Math & Sci Acad,Bouchet,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,600651,500629,Special Education Teacher,1,Tchr,Reg,CTU,22371,Bouchet Math & Sci Acad,Bouchet,School-Based,Network 12,AdjVact,,,Science,,,,,,,,
9/9/2024,622971,500629,Special Education Teacher,0.5,Tchr,Reg,CTU,22381,West Ridge Elementary School,West Ridge,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,153979,000468,School Clerk,1,ESP,Reg,CTU,22401,Luther Burbank Elem,Burbank,School-Based,Network 03,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,582808,000049,Regular Teacher,1,Tchr,Reg,CTU,22411,Edmund Burke Elem,Burke,School-Based,Network 09,AdjVact,,,,,Arts,,,,,,
9/9/2024,623685,000049,Regular Teacher,1,Tchr,Reg,CTU,22411,Edmund Burke Elem,Burke,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,621124,600063,Case Manager,0.5,Tchr,Reg,CTU,22411,Edmund Burke Elem,Burke,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,649963,990101,School Counselor,1,Tchr,Reg,CTU,22411,Edmund Burke Elem,Burke,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,604842,600063,Case Manager,0.5,Tchr,Reg,CTU,22431,Burnham Elem Inclusive Acad,Burnham,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,622983,500629,Special Education Teacher,1,Tchr,Reg,CTU,22431,Burnham Elem Inclusive Acad,Burnham,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,483408,000463,Teacher Assistant,1,ESP,Reg,CTU,22431,Burnham Elem Inclusive Acad,Burnham,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,620337,505051,Restorative Justice Coord,1,ESP,Reg,CTU,22441,Irene C. Hernandez Middle Schl,Hernandez,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,623798,600755,Lead Coach,0.5,Tchr,Reg,CTU,22481,John Burroughs Elem,Burroughs,School-Based,Network 08,AdjVact,,,,,,,,,,,
9/9/2024,621125,600063,Case Manager,0.5,Tchr,Reg,CTU,22481,John Burroughs Elem,Burroughs,School-Based,Network 08,AdjVact,,,,,,,,,,,
9/9/2024,619481,000049,Regular Teacher,1,Tchr,Reg,CTU,22491,Milton Brunson Math & Sci,Milton Brn,School-Based,Network 03,AdjVact,,,,,,,,,,,
9/9/2024,615729,500629,Special Education Teacher,1,Tchr,Reg,CTU,22491,Milton Brunson Math & Sci,Milton Brn,School-Based,Network 03,AdjVact,,,,,,,,,,,
9/9/2024,599998,500629,Special Education Teacher,1,Tchr,Reg,CTU,22491,Milton Brunson Math & Sci,Milton Brn,School-Based,Network 03,AdjVact,,,,,,,,,,,
9/9/2024,610496,000049,Regular Teacher,1,Tchr,Reg,CTU,22501,Michael Byrne Elem,Byrne,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,639823,500629,Special Education Teacher,1,Tchr,Reg,CTU,22511,Daisy Bates Academy Social Jus,Daisy Bate,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,672497,500629,Special Education Teacher,1,Tchr,Reg,CTU,22521,Little Village Academy,Little Vil,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,619924,000049,Regular Teacher,1,Tchr,Reg,CTU,22531,Daniel Cameron Elem,Cameron,School-Based,Network 05,AdjVact,,,,,,,,,,,
9/9/2024,615229,500629,Special Education Teacher,0.5,Tchr,Reg,CTU,22531,Daniel Cameron Elem,Cameron,School-Based,Network 05,AdjVact,,,,,,,,,,,
9/9/2024,608955,500629,Special Education Teacher,0.5,Tchr,Reg,CTU,22531,Daniel Cameron Elem,Cameron,School-Based,Network 05,AdjVact,,Bilingual,,,,,,,,,
9/9/2024,623519,000691,Technology Coordinator,1,ESP,Reg,CTU,22531,Daniel Cameron Elem,Cameron,School-Based,Network 05,AdjVact,,,,,,,,,,,
9/9/2024,604793,600063,Case Manager,0.5,Tchr,Reg,CTU,22551,Andrew Carnegie Elem,Carnegie,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,619539,000049,Regular Teacher,1,Tchr,Reg,CTU,22551,Andrew Carnegie Elem,Carnegie,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,591184,000049,Regular Teacher,1,Tchr,Reg,CTU,22551,Andrew Carnegie Elem,Carnegie,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,611056,600063,Case Manager,0.5,Tchr,Reg,CTU,22571,Carroll-Rosenwald Specialty,Carroll-Ro,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,523981,000049,Regular Teacher,1,Tchr,Reg,CTU,22581,Dr. Jorge Prieto Math & Sci Ac,Dr Prieto,School-Based,Network 03,AdjVact,,,,,,,,,,,
9/9/2024,615663,500629,Special Education Teacher,1,Tchr,Reg,CTU,22581,Dr. Jorge Prieto Math & Sci Ac,Dr Prieto,School-Based,Network 03,AdjVact,,,,,,,,,,,
9/9/2024,620370,505051,Restorative Justice Coord,1,ESP,Reg,CTU,22581,Dr. Jorge Prieto Math & Sci Ac,Dr Prieto,School-Based,Network 03,AdjVact,,,,,,,,,,,
9/9/2024,136396,500629,Special Education Teacher,1,Tchr,Reg,CTU,22601,Rachel Carson Elem,Carson,School-Based,ISP,AdjVact,,,,Math,,,,,,,
9/9/2024,451347,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,22601,Rachel Carson Elem,Carson,School-Based,ISP,AdjVact,,,,Math,,,,,,,
9/9/2024,624552,000049,Regular Teacher,1,Tchr,Reg,CTU,22611,William Carter Elem,Carter,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,600707,500629,Special Education Teacher,1,Tchr,Reg,CTU,22611,William Carter Elem,Carter,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,520536,000049,Regular Teacher,1,Tchr,Reg,CTU,22611,William Carter Elem,Carter,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,615064,000049,Regular Teacher,1,Tchr,Reg,CTU,22611,William Carter Elem,Carter,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,624235,000049,Regular Teacher,1,Tchr,Reg,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,611162,500629,Special Education Teacher,1,Tchr,Reg,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,421210,000049,Regular Teacher,1,Tchr,Reg,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,299214,500629,Special Education Teacher,1,Tchr,Reg,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,618018,000049,Regular Teacher,1,Tchr,Reg,CTU,22621,Carver Primary,Carver Pri,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,646397,000049,Regular Teacher,1,Tchr,Reg,CTU,22641,Ira Aldridge Elem,Aldridge,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,621243,600063,Case Manager,0.5,Tchr,Reg,CTU,22641,Ira Aldridge Elem,Aldridge,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,620872,500629,Special Education Teacher,1,Tchr,Reg,CTU,22641,Ira Aldridge Elem,Aldridge,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,622986,500629,Special Education Teacher,1,Tchr,Reg,CTU,22651,George Cassell Elem,Cassell,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,674004,500629,Special Education Teacher,1,Tchr,Reg,CTU,22651,George Cassell Elem,Cassell,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,135448,000049,Regular Teacher,1,Tchr,Reg,CTU,22661,Horace Greeley School,Greeley,School-Based,Network 04,AdjVact,,,,,,,,,,,
9/9/2024,484802,500629,Special Education Teacher,1,Tchr,Reg,CTU,22671,Chalmers STEAM Elem,Chalmers,School-Based,Network 05,AdjVact,,,,,,,,,,,
9/9/2024,537363,000049,Regular Teacher,1,Tchr,Reg,CTU,22671,Chalmers STEAM Elem,Chalmers,School-Based,Network 05,AdjVact,,,,,,,,,,,
9/9/2024,582747,000049,Regular Teacher,1,Tchr,Reg,CTU,22691,Marvin Camras Elem,Camras,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,624092,000055,Bilingual Teacher,1,Tchr,Reg,CTU,22701,Salmon Chase School,Chase,School-Based,Network 04,AdjVact,,,,,,,,,,,
9/9/2024,652639,500629,Special Education Teacher,1,Tchr,Reg,CTU,22701,Salmon Chase School,Chase,School-Based,Network 04,AdjVact,,,,,,,,,,,
9/9/2024,545091,000049,Regular Teacher,1,Tchr,Reg,CTU,22731,Henry Clay School,Clay,School-Based,Network 13,AdjVact,,,,Math,,,,,,,
9/9/2024,624426,000049,Regular Teacher,1,Tchr,Reg,CTU,22731,Henry Clay School,Clay,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,624188,000049,Regular Teacher,1,Tchr,Reg,CTU,22731,Henry Clay School,Clay,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,624390,000049,Regular Teacher,1,Tchr,Reg,CTU,22731,Henry Clay School,Clay,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,665945,000710,Student Special Svc Advocate,1,ESP,Reg,CTU,22751,DeWitt Clinton School,Clinton,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,619206,003015,Youth Intervention Specialist,1,ESP,Reg,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,614436,000049,Regular Teacher,1,Tchr,Reg,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,604190,600063,Case Manager,0.5,Tchr,Reg,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,150883,002520,Teacher Asst-Montessori Prm,1,ESP,Reg,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,614823,000463,Teacher Assistant,1,ESP,Reg,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,577870,500629,Special Education Teacher,1,Tchr,Reg,CTU,22761,Henry Clissold School,Clissold,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,619661,000049,Regular Teacher,1,Tchr,Reg,CTU,22771,Edward Coles Language Acad,Coles,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,620445,500629,Special Education Teacher,1,Tchr,Reg,CTU,22771,Edward Coles Language Acad,Coles,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,593306,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,22791,Ruth Bader Ginsburg Elem,Ginsburg,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,674591,000039,Part-Time Teacher,0.5,Tchr,Reg,CTU,22791,Ruth Bader Ginsburg Elem,Ginsburg,School-Based,ISP,AdjVact,,,,,,,,,,,
9/9/2024,606227,000049,Regular Teacher,1,Tchr,Reg,CTU,22801,John Cook School,Cook,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,620771,500629,Special Education Teacher,1,Tchr,Reg,CTU,22801,John Cook School,Cook,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,620057,000049,Regular Teacher,1,Tchr,Reg,CTU,22831,Peter Cooper Dual Lang Acad,Cooper,School-Based,Network 07,AdjVact,,,,,,,,,,,
9/9/2024,269266,500629,Special Education Teacher,1,Tchr,Reg,CTU,22831,Peter Cooper Dual Lang Acad,Cooper,School-Based,Network 07,AdjVact,,,,,,,,,,,
9/9/2024,556177,000049,Regular Teacher,1,Tchr,Reg,CTU,22841,Anna R. Langford Comm Acad,Langfrd Ac,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,623687,000049,Regular Teacher,1,Tchr,Reg,CTU,22841,Anna R. Langford Comm Acad,Langfrd Ac,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,487863,000049,Regular Teacher,1,Tchr,Reg,CTU,22851,Daniel Corkery School,Corkery,School-Based,Network 07,AdjVact,,Bilingual,,,,,,,,,
9/9/2024,622989,500629,Special Education Teacher,1,Tchr,Reg,CTU,22861,Manuel Perez Elem,Perez,School-Based,Network 07,AdjVact,,,,,,,,,,,
9/9/2024,620827,500629,Special Education Teacher,1,Tchr,Reg,CTU,22871,Everett Mckinley Dirksen Schoo,Dirksen,School-Based,Network 01,AdjVact,,,,,,,,,,,
9/9/2024,136936,500629,Special Education Teacher,1,Tchr,Reg,CTU,22881,Charles R Darwin School,Darwin,School-Based,Network 04,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,499170,500629,Special Education Teacher,1,Tchr,Reg,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,AdjVact,,,,,,,,,,,WorldLang
9/9/2024,620171,990101,School Counselor,1,Tchr,Reg,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,AdjVact,,,,,,,,,,,
9/9/2024,141428,990101,School Counselor,1,Tchr,Reg,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,AdjVact,,,,,,,,,,,
9/9/2024,451300,000049,Regular Teacher,1,Tchr,Reg,CTU,22891,Nathan S Davis School & Annex,Davis,School-Based,Network 08,AdjVact,,,,,,EarlyChildhood,,,,,
9/9/2024,624878,600063,Case Manager,0.5,Tchr,Reg,CTU,22901,Charles Gates Dawes School,Dawes,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,421425,000049,Regular Teacher,1,Tchr,Reg,CTU,22901,Charles Gates Dawes School,Dawes,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,624094,000049,Regular Teacher,1,Tchr,Reg,CTU,22921,Mariano Azuela Elem,Azuela,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,411886,990101,School Counselor,1,Tchr,Reg,CTU,22921,Mariano Azuela Elem,Azuela,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,620147,500629,Special Education Teacher,1,Tchr,Reg,CTU,22931,Charles S Deneen School,Deneen,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,600103,500629,Special Education Teacher,1,Tchr,Reg,CTU,22931,Charles S Deneen School,Deneen,School-Based,Network 12,AdjVact,,Bilingual,,,,,,,,,WorldLang
9/9/2024,620793,500629,Special Education Teacher,1,Tchr,Reg,CTU,22931,Charles S Deneen School,Deneen,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,624880,600063,Case Manager,0.5,Tchr,Reg,CTU,22951,Dewey Academy of Fine Arts,Dewey,School-Based,Network 08,AdjVact,,,,,,,,,,,
9/9/2024,139374,000048,Head Teacher,1,Tchr,Reg,CTU,22951,Dewey Academy of Fine Arts,Dewey,School-Based,Network 08,AdjVact,,,,,,,,,,,
9/9/2024,624881,600063,Case Manager,0.5,Tchr,Reg,CTU,22971,Arthur Dixon School,Dixon,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,624288,000467,School Clerk Assistant,1,ESP,Reg,CTU,22971,Arthur Dixon School,Dixon,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,612996,000049,Regular Teacher,1,Tchr,Reg,CTU,22971,Arthur Dixon School,Dixon,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,430497,000049,Regular Teacher,1,Tchr,Reg,CTU,22971,Arthur Dixon School,Dixon,School-Based,Network 12,AdjVact,,,,,,,,,,,
9/9/2024,600978,000049,Regular Teacher,1,Tchr,Reg,CTU,22991,Doolittle Elem,Doolittle,School-Based,Network 09,AdjVact,,,,,,,,,,,
9/9/2024,617697,000064,Montessori Coordinator,1,Tchr,Reg,CTU,23021,Thomas Drummond School,Drummond,School-Based,Network 06,AdjVact,,,,,,,,,,,
9/9/2024,614972,000055,Bilingual Teacher,0.5,Tchr,Reg,CTU,23031,Charles W Earle School,Earle,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,610149,000049,Regular Teacher,1,Tchr,Reg,CTU,23031,Charles W Earle School,Earle,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,620953,500629,Special Education Teacher,1,Tchr,Reg,CTU,23031,Charles W Earle School,Earle,School-Based,Network 11,AdjVact,,,,,,,,,,,
9/9/2024,619797,000049,Regular Teacher,1,Tchr,Reg,CTU,23041,John F Eberhart School,Eberhart,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,604424,000463,Teacher Assistant,1,ESP,Reg,CTU,23041,John F Eberhart School,Eberhart,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,125520,000049,Regular Teacher,1,Tchr,Reg,CTU,23041,John F Eberhart School,Eberhart,School-Based,Network 10,AdjVact,,,,,,,,,,,
9/9/2024,622990,500629,Special Education Teacher,1,Tchr,Reg,CTU,23061,George W Curtis School,Curtis,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,620017,000049,Regular Teacher,1,Tchr,Reg,CTU,23061,George W Curtis School,Curtis,School-Based,Network 13,AdjVact,,,,,,,,,,,
9/9/2024,611016,000055,Bilingual Teacher,0.5,Tchr,Reg,CTU,23071,Edgebrook School,Edgebrook,School-Based,Network 01,AdjVact,,,,,,,,,,,
9/9/2024,614747,000463,Teacher Assistant,1,ESP,Reg,CTU,23071,Edgebrook School,Edgebrook,School-Based,Network 01,AdjVact,,,,,,,,,,,
