PointInTimeDt,Pos #,JobCd,Job Title,FTE,ClsInd,RegTmp,Union,Dept ID,Department,Dept,DeptType,Network,AdjStatus,SpecEd,Bilingual,Science,Math,Arts,EarlyChild,PhysEd,Counselor,Clinician,Library,WorldLang
9/9/2024,674857,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,617795,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,604257,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,596007,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,617860,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,Bilingual,,,,,,,,,
9/9/2024,675196,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674967,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674891,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674959,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,604251,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,Math,,,,,,,
9/9/2024,674977,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674969,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675184,003917,Instructor Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674974,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674936,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674928,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,595981,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,595984,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674925,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674960,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674852,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674926,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,595982,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,596122,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674963,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674948,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674899,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674972,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675183,003917,Instructor Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674970,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674902,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,595962,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675186,003917,Instructor Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674944,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,595980,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675201,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,604242,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,Spec Ed,,,,,EarlyChildhood,,,,,
9/9/2024,675194,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674848,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674961,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675187,003917,Instructor Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,595950,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,596104,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674906,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674777,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674943,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674901,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675192,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674980,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,617802,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,617803,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,674979,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674795,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674862,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674968,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,604260,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,617844,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674951,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675175,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675190,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674914,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674863,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675177,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,596008,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,604238,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,675174,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,604258,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,674904,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674975,000049,Regular Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,674791,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,675197,000463,Teacher Assistant,1,ESP,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,596111,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,617845,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,604233,600075,Resident Teacher,1,Tchr,Reg,CTU,11070,Talent Office - Citywide,Talent-CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,663016,600063,Case Manager,1,Tchr,Reg,CTU,11385,City Wide Early Childhood,Ctyw Erch,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624921,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,620506,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624927,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,620476,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624924,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624928,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624918,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624916,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624926,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624931,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624917,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624920,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624919,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,621469,000468,School Clerk,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,,,,,,,,,,,
9/9/2024,624929,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,624922,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,624932,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,624923,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
9/9/2024,624933,000478,Teacher Assistant Bilingual,1,ESP,Reg,CTU,11540,Ofc Multicultural/Lingual CW,OMME CW,CO/CW,,AdjVact,Spec Ed,,,,,,,,,,
